	type_of_house	living_space	number_of_rooms	rent	construction_year	street	zipcode	region	tag	latitude	longitude
216	Etagenwohnung	66	2.0	990	1900	Taunusstr. 43	63067	Offenbach, Stadtmitte	/expose/114557261		
217		111	3.0	1501	2016	Saonestraße 17	60528	Frankfurt am Main, Niederrad	/expose/114554533	50.08309	50.08309
218		105	3.0	1606	2016	Saonestraße 13	60528	Frankfurt am Main, Niederrad	/expose/114554532	50.08309	50.08309
219	Dachgeschoss	25	1.0	525		Heidelberger Straße 81B	64285	Darmstadt, Bessungen	/expose/114551290		
220	Etagenwohnung	202	5.0	3350	1720		60528	Frankfurt, Niederrad	/expose/114554492	50.08309	50.08309
221	Etagenwohnung	138		1980	2001		65812	Bad Soden, Bad Soden am Taunus	/expose/114550189	50.1408	50.1408
222	Etagenwohnung	84	3.0	1360			60388	Frankfurt am Main, Bergen-Enkheim	/expose/114553753	50.15	50.15
223	Etagenwohnung	54	2.0	565	1955	Waldschmidtstraße 85	60314	Frankfurt am Main, Ostend	/expose/114557243	51.21551	51.21551
224		30	1.0	565		Theobald-Christ-Straße 11	60316	Frankfurt am Main, Ostend	/expose/114550244	51.21551	51.21551
225	Etagenwohnung	62	2.0	800		Schneidhainer Straße 6	61462	Königstein im Taunus, Hochtaunuskreis	/expose/114550707	50.28528	50.28528
226	Erdgeschosswohnung	99	3.0	1190	1968		64546	Mörfelden, Mörfelden-Walldorf	/expose/114552459	49.99472	49.99472
227	Etagenwohnung	38	1.0	919	1970		55116	Mainz, Altstadt	/expose/114550318	49.07515	49.07515
228	Etagenwohnung	48	1.0	1050	2014	Gerbermühlstraße 25	60594	Frankfurt am Main, Sachsenhausen-Nord	/expose/114556984	50.1045694	50.1045694
229		89	3.0	1391	2015	Speicherstraße 26	60327	Frankfurt am Main, Gutleutviertel	/expose/114554529	50.1008916	50.1008916
230		112	4.0	1480	1925		61184	Karben, Wetteraukreis	/expose/114556788	50.36278	50.36278
231		40	2.0	820	1975		60318	Frankfurt am Main, Nordend-West	/expose/114550604	50.12988	50.12988
232	Etagenwohnung	54	2.0	790	1996		61118	Bad Vilbel, Wetteraukreis	/expose/114554663	50.36278	50.36278
233	Etagenwohnung	115	4.0	1360		Frankfurter Str. 44	63065	Offenbach am Main, Stadtmitte	/expose/114551007		
234	Etagenwohnung	90	3.0	1300	1760	Frankfurter Straße 44	63065	Offenbach am Main, Stadtmitte	/expose/114550472		
235	Etagenwohnung	60	3.0	1400		Lange Straße 20	60311	Frankfurt am Main, Innenstadt	/expose/114555383	50.1090359	50.1090359
236	Etagenwohnung	66	2.0	990	1900	Taunusstr. 43	63067	Offenbach, Stadtmitte	/expose/114557261		
237		111	3.0	1501	2016	Saonestraße 17	60528	Frankfurt am Main, Niederrad	/expose/114554533	50.08309	50.08309
238		105	3.0	1606	2016	Saonestraße 13	60528	Frankfurt am Main, Niederrad	/expose/114554532	50.08309	50.08309
239	Dachgeschoss	25	1.0	525		Heidelberger Straße 81B	64285	Darmstadt, Bessungen	/expose/114551290		
240	Etagenwohnung	202	5.0	3350	1720		60528	Frankfurt, Niederrad	/expose/114554492	50.08309	50.08309
241	Etagenwohnung	138		1980	2001		65812	Bad Soden, Bad Soden am Taunus	/expose/114550189	50.1408	50.1408
242	Etagenwohnung	84	3.0	1360			60388	Frankfurt am Main, Bergen-Enkheim	/expose/114553753	50.15	50.15
243	Etagenwohnung	54	2.0	565	1955	Waldschmidtstraße 85	60314	Frankfurt am Main, Ostend	/expose/114557243	51.21551	51.21551
244		30	1.0	565		Theobald-Christ-Straße 11	60316	Frankfurt am Main, Ostend	/expose/114550244	51.21551	51.21551
245	Etagenwohnung	62	2.0	800		Schneidhainer Straße 6	61462	Königstein im Taunus, Hochtaunuskreis	/expose/114550707	50.28528	50.28528
246	Erdgeschosswohnung	99	3.0	1190	1968		64546	Mörfelden, Mörfelden-Walldorf	/expose/114552459	49.99472	49.99472
247	Etagenwohnung	38	1.0	919	1970		55116	Mainz, Altstadt	/expose/114550318	49.07515	49.07515
248	Etagenwohnung	48	1.0	1050	2014	Gerbermühlstraße 25	60594	Frankfurt am Main, Sachsenhausen-Nord	/expose/114556984	50.1045694	50.1045694
249		89	3.0	1391	2015	Speicherstraße 26	60327	Frankfurt am Main, Gutleutviertel	/expose/114554529	50.1008916	50.1008916
250		112	4.0	1480	1925		61184	Karben, Wetteraukreis	/expose/114556788	50.36278	50.36278
251		40	2.0	820	1975		60318	Frankfurt am Main, Nordend-West	/expose/114550604	50.12988	50.12988
252	Etagenwohnung	54	2.0	790	1996		61118	Bad Vilbel, Wetteraukreis	/expose/114554663	50.36278	50.36278
253	Etagenwohnung	115	4.0	1360		Frankfurter Str. 44	63065	Offenbach am Main, Stadtmitte	/expose/114551007		
254	Etagenwohnung	90	3.0	1300	1760	Frankfurter Straße 44	63065	Offenbach am Main, Stadtmitte	/expose/114550472		
255	Etagenwohnung	60	3.0	1400		Lange Straße 20	60311	Frankfurt am Main, Innenstadt	/expose/114555383	50.1090359	50.1090359
256	Etagenwohnung	66	2.0	990	1900	Taunusstr. 43	63067	Offenbach, Stadtmitte	/expose/114557261		
257		111	3.0	1501	2016	Saonestraße 17	60528	Frankfurt am Main, Niederrad	/expose/114554533	50.08309	50.08309
258		105	3.0	1606	2016	Saonestraße 13	60528	Frankfurt am Main, Niederrad	/expose/114554532	50.08309	50.08309
259	Dachgeschoss	25	1.0	525		Heidelberger Straße 81B	64285	Darmstadt, Bessungen	/expose/114551290		
260	Etagenwohnung	202	5.0	3350	1720		60528	Frankfurt, Niederrad	/expose/114554492	50.08309	50.08309
261	Etagenwohnung	138		1980	2001		65812	Bad Soden, Bad Soden am Taunus	/expose/114550189	50.1408	50.1408
262	Etagenwohnung	84	3.0	1360			60388	Frankfurt am Main, Bergen-Enkheim	/expose/114553753	50.15	50.15
263	Etagenwohnung	54	2.0	565	1955	Waldschmidtstraße 85	60314	Frankfurt am Main, Ostend	/expose/114557243	51.21551	51.21551
264		30	1.0	565		Theobald-Christ-Straße 11	60316	Frankfurt am Main, Ostend	/expose/114550244	51.21551	51.21551
265	Etagenwohnung	62	2.0	800		Schneidhainer Straße 6	61462	Königstein im Taunus, Hochtaunuskreis	/expose/114550707	50.28528	50.28528
266	Erdgeschosswohnung	99	3.0	1190	1968		64546	Mörfelden, Mörfelden-Walldorf	/expose/114552459	49.99472	49.99472
267	Etagenwohnung	38	1.0	919	1970		55116	Mainz, Altstadt	/expose/114550318	49.07515	49.07515
268	Etagenwohnung	48	1.0	1050	2014	Gerbermühlstraße 25	60594	Frankfurt am Main, Sachsenhausen-Nord	/expose/114556984	50.1045694	50.1045694
269		89	3.0	1391	2015	Speicherstraße 26	60327	Frankfurt am Main, Gutleutviertel	/expose/114554529	50.1008916	50.1008916
270		112	4.0	1480	1925		61184	Karben, Wetteraukreis	/expose/114556788	50.36278	50.36278
271		40	2.0	820	1975		60318	Frankfurt am Main, Nordend-West	/expose/114550604	50.12988	50.12988
272	Etagenwohnung	54	2.0	790	1996		61118	Bad Vilbel, Wetteraukreis	/expose/114554663	50.36278	50.36278
273	Etagenwohnung	115	4.0	1360		Frankfurter Str. 44	63065	Offenbach am Main, Stadtmitte	/expose/114551007		
274	Etagenwohnung	90	3.0	1300	1760	Frankfurter Straße 44	63065	Offenbach am Main, Stadtmitte	/expose/114550472		
275	Etagenwohnung	60	3.0	1400		Lange Straße 20	60311	Frankfurt am Main, Innenstadt	/expose/114555383	50.1090359	50.1090359
276	Etagenwohnung	66	2.0	990	1900	Taunusstr. 43	63067	Offenbach, Stadtmitte	/expose/114557261		
277		111	3.0	1501	2016	Saonestraße 17	60528	Frankfurt am Main, Niederrad	/expose/114554533	50.08309	50.08309
278		105	3.0	1606	2016	Saonestraße 13	60528	Frankfurt am Main, Niederrad	/expose/114554532	50.08309	50.08309
279	Dachgeschoss	25	1.0	525		Heidelberger Straße 81B	64285	Darmstadt, Bessungen	/expose/114551290		
280	Etagenwohnung	202	5.0	3350	1720		60528	Frankfurt, Niederrad	/expose/114554492	50.08309	50.08309
281	Etagenwohnung	138		1980	2001		65812	Bad Soden, Bad Soden am Taunus	/expose/114550189	50.1408	50.1408
282	Etagenwohnung	84	3.0	1360			60388	Frankfurt am Main, Bergen-Enkheim	/expose/114553753	50.15	50.15
283	Etagenwohnung	54	2.0	565	1955	Waldschmidtstraße 85	60314	Frankfurt am Main, Ostend	/expose/114557243	51.21551	51.21551
284		30	1.0	565		Theobald-Christ-Straße 11	60316	Frankfurt am Main, Ostend	/expose/114550244	51.21551	51.21551
285	Etagenwohnung	62	2.0	800		Schneidhainer Straße 6	61462	Königstein im Taunus, Hochtaunuskreis	/expose/114550707	50.28528	50.28528
286	Erdgeschosswohnung	99	3.0	1190	1968		64546	Mörfelden, Mörfelden-Walldorf	/expose/114552459	49.99472	49.99472
287	Etagenwohnung	38	1.0	919	1970		55116	Mainz, Altstadt	/expose/114550318	49.07515	49.07515
288	Etagenwohnung	48	1.0	1050	2014	Gerbermühlstraße 25	60594	Frankfurt am Main, Sachsenhausen-Nord	/expose/114556984	50.1045694	50.1045694
289		89	3.0	1391	2015	Speicherstraße 26	60327	Frankfurt am Main, Gutleutviertel	/expose/114554529	50.1008916	50.1008916
290		112	4.0	1480	1925		61184	Karben, Wetteraukreis	/expose/114556788	50.36278	50.36278
291		40	2.0	820	1975		60318	Frankfurt am Main, Nordend-West	/expose/114550604	50.12988	50.12988
292	Etagenwohnung	54	2.0	790	1996		61118	Bad Vilbel, Wetteraukreis	/expose/114554663	50.36278	50.36278
293	Etagenwohnung	115	4.0	1360		Frankfurter Str. 44	63065	Offenbach am Main, Stadtmitte	/expose/114551007		
294	Etagenwohnung	90	3.0	1300	1760	Frankfurter Straße 44	63065	Offenbach am Main, Stadtmitte	/expose/114550472		
295	Etagenwohnung	60	3.0	1400		Lange Straße 20	60311	Frankfurt am Main, Innenstadt	/expose/114555383	50.1090359	50.1090359
296	Etagenwohnung	66	2.0	990	1900	Taunusstr. 43	63067	Offenbach, Stadtmitte	/expose/114557261		
297		111	3.0	1501	2016	Saonestraße 17	60528	Frankfurt am Main, Niederrad	/expose/114554533	50.08309	50.08309
298		105	3.0	1606	2016	Saonestraße 13	60528	Frankfurt am Main, Niederrad	/expose/114554532	50.08309	50.08309
299	Dachgeschoss	25	1.0	525		Heidelberger Straße 81B	64285	Darmstadt, Bessungen	/expose/114551290		
300	Etagenwohnung	202	5.0	3350	1720		60528	Frankfurt, Niederrad	/expose/114554492	50.08309	50.08309
301	Etagenwohnung	138		1980	2001		65812	Bad Soden, Bad Soden am Taunus	/expose/114550189	50.1408	50.1408
302	Etagenwohnung	84	3.0	1360			60388	Frankfurt am Main, Bergen-Enkheim	/expose/114553753	50.15	50.15
303	Etagenwohnung	54	2.0	565	1955	Waldschmidtstraße 85	60314	Frankfurt am Main, Ostend	/expose/114557243	51.21551	51.21551
304		30	1.0	565		Theobald-Christ-Straße 11	60316	Frankfurt am Main, Ostend	/expose/114550244	51.21551	51.21551
305	Etagenwohnung	62	2.0	800		Schneidhainer Straße 6	61462	Königstein im Taunus, Hochtaunuskreis	/expose/114550707	50.28528	50.28528
306	Erdgeschosswohnung	99	3.0	1190	1968		64546	Mörfelden, Mörfelden-Walldorf	/expose/114552459	49.99472	49.99472
307	Etagenwohnung	38	1.0	919	1970		55116	Mainz, Altstadt	/expose/114550318	49.07515	49.07515
308	Etagenwohnung	48	1.0	1050	2014	Gerbermühlstraße 25	60594	Frankfurt am Main, Sachsenhausen-Nord	/expose/114556984	50.1045694	50.1045694
309		89	3.0	1391	2015	Speicherstraße 26	60327	Frankfurt am Main, Gutleutviertel	/expose/114554529	50.1008916	50.1008916
310		112	4.0	1480	1925		61184	Karben, Wetteraukreis	/expose/114556788	50.36278	50.36278
311		40	2.0	820	1975		60318	Frankfurt am Main, Nordend-West	/expose/114550604	50.12988	50.12988
312	Etagenwohnung	54	2.0	790	1996		61118	Bad Vilbel, Wetteraukreis	/expose/114554663	50.36278	50.36278
313	Etagenwohnung	115	4.0	1360		Frankfurter Str. 44	63065	Offenbach am Main, Stadtmitte	/expose/114551007		
314	Etagenwohnung	90	3.0	1300	1760	Frankfurter Straße 44	63065	Offenbach am Main, Stadtmitte	/expose/114550472		
315	Etagenwohnung	60	3.0	1400		Lange Straße 20	60311	Frankfurt am Main, Innenstadt	/expose/114555383	50.1090359	50.1090359
316	Etagenwohnung	66	2.0	990	1900	Taunusstr. 43	63067	Offenbach, Stadtmitte	/expose/114557261		
317		111	3.0	1501	2016	Saonestraße 17	60528	Frankfurt am Main, Niederrad	/expose/114554533	50.08309	50.08309
318		105	3.0	1606	2016	Saonestraße 13	60528	Frankfurt am Main, Niederrad	/expose/114554532	50.08309	50.08309
319	Dachgeschoss	25	1.0	525		Heidelberger Straße 81B	64285	Darmstadt, Bessungen	/expose/114551290		
320	Etagenwohnung	202	5.0	3350	1720		60528	Frankfurt, Niederrad	/expose/114554492	50.08309	50.08309
321	Etagenwohnung	138		1980	2001		65812	Bad Soden, Bad Soden am Taunus	/expose/114550189	50.1408	50.1408
322	Etagenwohnung	84	3.0	1360			60388	Frankfurt am Main, Bergen-Enkheim	/expose/114553753	50.15	50.15
323	Etagenwohnung	54	2.0	565	1955	Waldschmidtstraße 85	60314	Frankfurt am Main, Ostend	/expose/114557243	51.21551	51.21551
324		30	1.0	565		Theobald-Christ-Straße 11	60316	Frankfurt am Main, Ostend	/expose/114550244	51.21551	51.21551
325	Etagenwohnung	62	2.0	800		Schneidhainer Straße 6	61462	Königstein im Taunus, Hochtaunuskreis	/expose/114550707	50.28528	50.28528
326	Erdgeschosswohnung	99	3.0	1190	1968		64546	Mörfelden, Mörfelden-Walldorf	/expose/114552459	49.99472	49.99472
327	Etagenwohnung	38	1.0	919	1970		55116	Mainz, Altstadt	/expose/114550318	49.07515	49.07515
328	Etagenwohnung	48	1.0	1050	2014	Gerbermühlstraße 25	60594	Frankfurt am Main, Sachsenhausen-Nord	/expose/114556984	50.1045694	50.1045694
329		89	3.0	1391	2015	Speicherstraße 26	60327	Frankfurt am Main, Gutleutviertel	/expose/114554529	50.1008916	50.1008916
330		112	4.0	1480	1925		61184	Karben, Wetteraukreis	/expose/114556788	50.36278	50.36278
331		40	2.0	820	1975		60318	Frankfurt am Main, Nordend-West	/expose/114550604	50.12988	50.12988
332	Etagenwohnung	54	2.0	790	1996		61118	Bad Vilbel, Wetteraukreis	/expose/114554663	50.36278	50.36278
333	Etagenwohnung	115	4.0	1360		Frankfurter Str. 44	63065	Offenbach am Main, Stadtmitte	/expose/114551007		
334	Etagenwohnung	90	3.0	1300	1760	Frankfurter Straße 44	63065	Offenbach am Main, Stadtmitte	/expose/114550472		
335	Etagenwohnung	60	3.0	1400		Lange Straße 20	60311	Frankfurt am Main, Innenstadt	/expose/114555383	50.1090359	50.1090359
336	Etagenwohnung	66	2.0	990	1900	Taunusstr. 43	63067	Offenbach, Stadtmitte	/expose/114557261		
337		111	3.0	1501	2016	Saonestraße 17	60528	Frankfurt am Main, Niederrad	/expose/114554533	50.08309	50.08309
338		105	3.0	1606	2016	Saonestraße 13	60528	Frankfurt am Main, Niederrad	/expose/114554532	50.08309	50.08309
339	Dachgeschoss	25	1.0	525		Heidelberger Straße 81B	64285	Darmstadt, Bessungen	/expose/114551290		
340	Etagenwohnung	202	5.0	3350	1720		60528	Frankfurt, Niederrad	/expose/114554492	50.08309	50.08309
341	Etagenwohnung	138		1980	2001		65812	Bad Soden, Bad Soden am Taunus	/expose/114550189	50.1408	50.1408
342	Etagenwohnung	84	3.0	1360			60388	Frankfurt am Main, Bergen-Enkheim	/expose/114553753	50.15	50.15
343	Etagenwohnung	54	2.0	565	1955	Waldschmidtstraße 85	60314	Frankfurt am Main, Ostend	/expose/114557243	51.21551	51.21551
344		30	1.0	565		Theobald-Christ-Straße 11	60316	Frankfurt am Main, Ostend	/expose/114550244	51.21551	51.21551
345	Etagenwohnung	62	2.0	800		Schneidhainer Straße 6	61462	Königstein im Taunus, Hochtaunuskreis	/expose/114550707	50.28528	50.28528
346	Erdgeschosswohnung	99	3.0	1190	1968		64546	Mörfelden, Mörfelden-Walldorf	/expose/114552459	49.99472	49.99472
347	Etagenwohnung	38	1.0	919	1970		55116	Mainz, Altstadt	/expose/114550318	49.07515	49.07515
348	Etagenwohnung	48	1.0	1050	2014	Gerbermühlstraße 25	60594	Frankfurt am Main, Sachsenhausen-Nord	/expose/114556984	50.1045694	50.1045694
349		89	3.0	1391	2015	Speicherstraße 26	60327	Frankfurt am Main, Gutleutviertel	/expose/114554529	50.1008916	50.1008916
350		112	4.0	1480	1925		61184	Karben, Wetteraukreis	/expose/114556788	50.36278	50.36278
351		40	2.0	820	1975		60318	Frankfurt am Main, Nordend-West	/expose/114550604	50.12988	50.12988
352	Etagenwohnung	54	2.0	790	1996		61118	Bad Vilbel, Wetteraukreis	/expose/114554663	50.36278	50.36278
353	Etagenwohnung	115	4.0	1360		Frankfurter Str. 44	63065	Offenbach am Main, Stadtmitte	/expose/114551007		
354	Etagenwohnung	90	3.0	1300	1760	Frankfurter Straße 44	63065	Offenbach am Main, Stadtmitte	/expose/114550472		
355	Etagenwohnung	60	3.0	1400		Lange Straße 20	60311	Frankfurt am Main, Innenstadt	/expose/114555383	50.1090359	50.1090359
356	Etagenwohnung	66	2.0	990	1900	Taunusstr. 43	63067	Offenbach, Stadtmitte	/expose/114557261		
357		111	3.0	1501	2016	Saonestraße 17	60528	Frankfurt am Main, Niederrad	/expose/114554533	50.08309	50.08309
358		105	3.0	1606	2016	Saonestraße 13	60528	Frankfurt am Main, Niederrad	/expose/114554532	50.08309	50.08309
359	Dachgeschoss	25	1.0	525		Heidelberger Straße 81B	64285	Darmstadt, Bessungen	/expose/114551290		
360	Etagenwohnung	202	5.0	3350	1720		60528	Frankfurt, Niederrad	/expose/114554492	50.08309	50.08309
361	Etagenwohnung	138		1980	2001		65812	Bad Soden, Bad Soden am Taunus	/expose/114550189	50.1408	50.1408
362	Etagenwohnung	84	3.0	1360			60388	Frankfurt am Main, Bergen-Enkheim	/expose/114553753	50.15	50.15
363	Etagenwohnung	54	2.0	565	1955	Waldschmidtstraße 85	60314	Frankfurt am Main, Ostend	/expose/114557243	51.21551	51.21551
364		30	1.0	565		Theobald-Christ-Straße 11	60316	Frankfurt am Main, Ostend	/expose/114550244	51.21551	51.21551
365	Etagenwohnung	62	2.0	800		Schneidhainer Straße 6	61462	Königstein im Taunus, Hochtaunuskreis	/expose/114550707	50.28528	50.28528
366	Erdgeschosswohnung	99	3.0	1190	1968		64546	Mörfelden, Mörfelden-Walldorf	/expose/114552459	49.99472	49.99472
367	Etagenwohnung	38	1.0	919	1970		55116	Mainz, Altstadt	/expose/114550318	49.07515	49.07515
368	Etagenwohnung	48	1.0	1050	2014	Gerbermühlstraße 25	60594	Frankfurt am Main, Sachsenhausen-Nord	/expose/114556984	50.1045694	50.1045694
369		89	3.0	1391	2015	Speicherstraße 26	60327	Frankfurt am Main, Gutleutviertel	/expose/114554529	50.1008916	50.1008916
370		112	4.0	1480	1925		61184	Karben, Wetteraukreis	/expose/114556788	50.36278	50.36278
371		40	2.0	820	1975		60318	Frankfurt am Main, Nordend-West	/expose/114550604	50.12988	50.12988
372	Etagenwohnung	54	2.0	790	1996		61118	Bad Vilbel, Wetteraukreis	/expose/114554663	50.36278	50.36278
373	Etagenwohnung	115	4.0	1360		Frankfurter Str. 44	63065	Offenbach am Main, Stadtmitte	/expose/114551007		
374	Etagenwohnung	90	3.0	1300	1760	Frankfurter Straße 44	63065	Offenbach am Main, Stadtmitte	/expose/114550472		
375	Etagenwohnung	60	3.0	1400		Lange Straße 20	60311	Frankfurt am Main, Innenstadt	/expose/114555383	50.1090359	50.1090359
376	Etagenwohnung	66	2.0	990	1900	Taunusstr. 43	63067	Offenbach, Stadtmitte	/expose/114557261		
377		111	3.0	1501	2016	Saonestraße 17	60528	Frankfurt am Main, Niederrad	/expose/114554533	50.08309	50.08309
378		105	3.0	1606	2016	Saonestraße 13	60528	Frankfurt am Main, Niederrad	/expose/114554532	50.08309	50.08309
379	Dachgeschoss	25	1.0	525		Heidelberger Straße 81B	64285	Darmstadt, Bessungen	/expose/114551290		
380	Etagenwohnung	202	5.0	3350	1720		60528	Frankfurt, Niederrad	/expose/114554492	50.08309	50.08309
381	Etagenwohnung	138		1980	2001		65812	Bad Soden, Bad Soden am Taunus	/expose/114550189	50.1408	50.1408
382	Etagenwohnung	84	3.0	1360			60388	Frankfurt am Main, Bergen-Enkheim	/expose/114553753	50.15	50.15
383	Etagenwohnung	54	2.0	565	1955	Waldschmidtstraße 85	60314	Frankfurt am Main, Ostend	/expose/114557243	51.21551	51.21551
384		30	1.0	565		Theobald-Christ-Straße 11	60316	Frankfurt am Main, Ostend	/expose/114550244	51.21551	51.21551
385	Etagenwohnung	62	2.0	800		Schneidhainer Straße 6	61462	Königstein im Taunus, Hochtaunuskreis	/expose/114550707	50.28528	50.28528
386	Erdgeschosswohnung	99	3.0	1190	1968		64546	Mörfelden, Mörfelden-Walldorf	/expose/114552459	49.99472	49.99472
387	Etagenwohnung	38	1.0	919	1970		55116	Mainz, Altstadt	/expose/114550318	49.07515	49.07515
388	Etagenwohnung	48	1.0	1050	2014	Gerbermühlstraße 25	60594	Frankfurt am Main, Sachsenhausen-Nord	/expose/114556984	50.1045694	50.1045694
389		89	3.0	1391	2015	Speicherstraße 26	60327	Frankfurt am Main, Gutleutviertel	/expose/114554529	50.1008916	50.1008916
390		112	4.0	1480	1925		61184	Karben, Wetteraukreis	/expose/114556788	50.36278	50.36278
391		40	2.0	820	1975		60318	Frankfurt am Main, Nordend-West	/expose/114550604	50.12988	50.12988
392	Etagenwohnung	54	2.0	790	1996		61118	Bad Vilbel, Wetteraukreis	/expose/114554663	50.36278	50.36278
393	Etagenwohnung	115	4.0	1360		Frankfurter Str. 44	63065	Offenbach am Main, Stadtmitte	/expose/114551007		
394	Etagenwohnung	90	3.0	1300	1760	Frankfurter Straße 44	63065	Offenbach am Main, Stadtmitte	/expose/114550472		
395	Etagenwohnung	60	3.0	1400		Lange Straße 20	60311	Frankfurt am Main, Innenstadt	/expose/114555383	50.1090359	50.1090359
396	Etagenwohnung	66	2.0	990	1900	Taunusstr. 43	63067	Offenbach, Stadtmitte	/expose/114557261		
397		111	3.0	1501	2016	Saonestraße 17	60528	Frankfurt am Main, Niederrad	/expose/114554533	50.08309	50.08309
398		105	3.0	1606	2016	Saonestraße 13	60528	Frankfurt am Main, Niederrad	/expose/114554532	50.08309	50.08309
399	Dachgeschoss	25	1.0	525		Heidelberger Straße 81B	64285	Darmstadt, Bessungen	/expose/114551290		
400	Etagenwohnung	202	5.0	3350	1720		60528	Frankfurt, Niederrad	/expose/114554492	50.08309	50.08309
401	Etagenwohnung	138		1980	2001		65812	Bad Soden, Bad Soden am Taunus	/expose/114550189	50.1408	50.1408
402	Etagenwohnung	84	3.0	1360			60388	Frankfurt am Main, Bergen-Enkheim	/expose/114553753	50.15	50.15
403	Etagenwohnung	54	2.0	565	1955	Waldschmidtstraße 85	60314	Frankfurt am Main, Ostend	/expose/114557243	51.21551	51.21551
404		30	1.0	565		Theobald-Christ-Straße 11	60316	Frankfurt am Main, Ostend	/expose/114550244	51.21551	51.21551
